Index_ID,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
11533,6155494,Closed,currency 1,-1545,0,-817.0,-817.0,,0,196105.5,0.0,0.0,0.0,Consumer credit,-810,
11534,5192913,Closed,currency 1,-1069,0,-886.0,-1029.0,,0,43344.0,0.0,0.0,0.0,Consumer credit,-1028,
11535,6006017,Active,currency 1,-361,0,1192.0,,,0,450000.0,384520.5,0.0,0.0,Consumer credit,-32,
11536,5238065,Closed,currency 1,-1206,0,-474.0,-474.0,,0,37525.5,0.0,0.0,0.0,Consumer credit,-459,
11541,6320449,Active,currency 1,-431,0,,,,0,202500.0,0.0,0.0,0.0,Credit card,-427,
11542,5501863,Active,currency 1,-609,0,31069.0,,,0,270000.0,0.0,270000.0,0.0,Credit card,-13,27000.0
11545,6780843,Closed,currency 1,-1308,0,-1125.0,-1125.0,,0,53325.0,0.0,0.0,0.0,Consumer credit,-1124,17757.0
11547,5644352,Active,currency 1,-388,0,1438.0,,,0,981000.0,843327.0,0.0,0.0,Consumer credit,-10,
11548,5695745,Active,currency 1,-2856,0,-1752.0,,0.0,0,225000.0,-133.02,133.02,0.0,Credit card,-604,
11549,5861435,Closed,currency 1,-2623,0,-2475.0,-2475.0,,0,40261.5,0.0,0.0,0.0,Consumer credit,-2460,0.0
11550,6318134,Closed,currency 1,-1628,0,-1441.0,-1434.0,,0,48874.5,0.0,0.0,0.0,Consumer credit,-880,
11551,6579208,Closed,currency 1,-1007,0,-733.0,-792.0,0.0,0,59634.45,0.0,0.0,0.0,Consumer credit,-792,
11552,5051154,Closed,currency 1,-1197,0,-101.0,-282.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-101,0.0
11553,6224997,Closed,currency 1,-2557,0,-2222.0,-2250.0,14130.0,0,127161.0,0.0,0.0,0.0,Consumer credit,-2250,
11555,6489194,Active,currency 1,-321,0,31158.0,,,0,360000.0,0.0,0.0,0.0,Credit card,-12,
11556,5833956,Active,currency 1,-998,0,,,0.0,0,94500.0,0.0,0.0,0.0,Credit card,-16,9450.0
11557,5699562,Active,currency 1,-2536,0,-2445.0,,15255.0,0,15255.0,0.0,0.0,0.0,Consumer credit,-137,
11559,5192854,Active,currency 1,-219,0,,,,0,9891000.0,9860629.5,,0.0,Mortgage,-17,
11560,5510663,Closed,currency 1,-1164,0,-68.0,-80.0,,0,346153.5,0.0,0.0,0.0,Consumer credit,-79,
11561,5187264,Closed,currency 1,-2914,0,-2519.0,-2547.0,0.0,0,19066.32,0.0,0.0,0.0,Consumer credit,-2525,
11562,5482963,Active,currency 1,-149,0,31192.0,,,0,67500.0,54378.0,0.0,0.0,Credit card,-144,
11563,6352335,Closed,currency 1,-976,0,-611.0,-270.0,,0,0.0,0.0,0.0,0.0,Credit card,-267,
11567,5047690,Active,currency 1,-110,0,31102.0,,,0,81000.0,0.0,,0.0,Credit card,-31,10530.0
11569,5389743,Closed,currency 1,-1380,0,-649.0,-707.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-706,
11570,5577291,Active,currency 1,-410,0,31074.0,,,0,0.0,0.0,,0.0,Credit card,-316,
11571,5981387,Closed,currency 1,-2618,0,-2466.0,-2452.0,,0,29434.5,0.0,0.0,0.0,Consumer credit,-1025,0.0
11572,6823613,Closed,currency 1,-626,0,-475.0,-475.0,,0,89955.0,0.0,0.0,0.0,Consumer credit,-465,
11575,5533697,Active,currency 1,-2861,0,-1737.0,,0.0,0,180000.0,0.0,0.0,0.0,Credit card,-670,
11576,6807866,Closed,currency 1,-2877,0,-1052.0,-1347.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-551,
11577,6313314,Closed,currency 1,-1183,0,-815.0,-815.0,,0,62100.0,0.0,0.0,0.0,Consumer credit,-815,
11578,5191502,Closed,currency 1,-2456,0,-1363.0,-1370.0,,0,540000.0,,,0.0,Consumer credit,-1259,
11579,5742470,Closed,currency 1,-1651,0,175.0,-7.0,,0,494550.0,0.0,0.0,0.0,Consumer credit,-4,0.0
11580,5388924,Closed,currency 1,-500,0,596.0,-102.0,,0,2352375.0,0.0,0.0,0.0,Consumer credit,-37,0.0
11581,5175299,Closed,currency 1,-1399,0,-1034.0,-1041.0,16290.0,0,160515.36,0.0,0.0,0.0,Consumer credit,-1033,
11582,5661095,Active,currency 1,-1228,0,590.0,,,0,1219500.0,516244.5,0.0,0.0,Consumer credit,-17,
11583,6008567,Closed,currency 1,-2514,0,-1966.0,-1970.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-1213,52641.0
11586,6061232,Closed,currency 1,-1554,0,-1277.0,-1261.0,,0,124051.5,0.0,0.0,0.0,Consumer credit,-829,0.0
11587,6461334,Active,currency 1,-403,0,1423.0,,,0,900000.0,,,0.0,Car loan,-7,
11588,5019338,Active,currency 1,-60,0,305.0,,,0,636750.0,590620.5,0.0,0.0,Consumer credit,-28,
11590,5967864,Closed,currency 1,-1380,0,-1076.0,-1135.0,0.0,0,32375.7,0.0,0.0,0.0,Consumer credit,-1135,
11591,6427002,Active,currency 1,-468,0,250.0,,,0,675000.0,381510.0,,0.0,Consumer credit,-129,
11592,6409167,Closed,currency 1,-809,0,-627.0,-657.0,,0,35730.0,0.0,,0.0,Consumer credit,-657,0.0
11593,5536793,Closed,currency 1,-883,0,-580.0,-554.0,,0,238275.0,,,0.0,Consumer credit,-547,0.0
11594,5065336,Active,currency 1,-369,0,727.0,,,0,81000.0,63400.5,0.0,0.0,Consumer credit,-37,7875.0
11596,6392909,Active,currency 1,-307,0,789.0,,,0,286987.5,0.0,,0.0,Consumer credit,-5,
11598,6260962,Closed,currency 1,-2700,0,-2303.0,-2322.0,6852.33,0,70401.6,0.0,0.0,0.0,Consumer credit,-2302,
11599,5479402,Closed,currency 1,-2131,0,-1036.0,-1887.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-549,
11601,6487778,Active,currency 1,-1127,0,-46.0,,,0,90000.0,78277.5,0.0,0.0,Credit card,-15,
11602,5991424,Closed,currency 1,-708,0,-404.0,-404.0,,0,38250.0,0.0,0.0,0.0,Consumer credit,-403,
11603,5062270,Active,currency 1,-1739,0,-1008.0,,,0,344205.0,123673.5,,0.0,Consumer credit,-1038,19647.0
11605,5461705,Closed,currency 1,-765,0,-234.0,-234.0,0.0,0,1125000.0,0.0,0.0,0.0,Consumer credit,-234,
11606,5179462,Closed,currency 1,-415,0,27537.0,-178.0,,0,0.0,0.0,0.0,0.0,Credit card,-164,
11608,6323381,Closed,currency 1,-1409,0,-1107.0,-1107.0,,0,44311.5,0.0,0.0,0.0,Consumer credit,-1038,
11610,6143462,Closed,currency 1,-1567,0,-1458.0,-1458.0,,0,180000.0,0.0,,0.0,Consumer credit,-1166,0.0
11611,6514840,Closed,currency 1,-2240,0,-1510.0,-1663.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-1659,
11613,5826492,Active,currency 1,-819,0,855.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-637,
11617,5233973,Closed,currency 1,-1365,0,-1183.0,-1183.0,,0,40743.0,0.0,0.0,0.0,Consumer credit,-682,
11619,6273853,Closed,currency 1,-869,0,-564.0,-564.0,,0,423049.5,0.0,,0.0,Consumer credit,-38,46998.0
11621,6578562,Closed,currency 1,-1874,0,1778.0,-1169.0,,0,1239300.0,0.0,0.0,0.0,Mortgage,-447,
11623,6104487,Closed,currency 1,-1128,0,-581.0,-974.0,,0,61834.5,0.0,,0.0,Consumer credit,-454,
11626,6189666,Closed,currency 1,-2788,0,-2239.0,-2295.0,,0,202500.0,0.0,0.0,0.0,Consumer credit,-626,0.0
11627,5078049,Closed,currency 1,-1665,0,-1418.0,-1449.0,,0,37665.0,0.0,,0.0,Consumer credit,-1449,
11630,5377665,Active,currency 1,-1479,0,964.0,,0.0,0,126000.0,-1025.505,329525.505,0.0,Credit card,-470,
11634,5972887,Closed,currency 1,-1896,0,-1803.0,-1789.0,,0,32247.0,0.0,0.0,0.0,Consumer credit,-727,
11636,6826458,Closed,currency 1,-1338,0,-1250.0,-925.0,,0,24822.0,,,0.0,Consumer credit,-922,
11637,5142423,Closed,currency 1,-2653,0,-826.0,-1562.0,,0,675000.0,0.0,0.0,0.0,Consumer credit,-767,44986.5
11638,5547970,Closed,currency 1,-1569,0,-1326.0,-1390.0,,0,39150.0,0.0,0.0,0.0,Consumer credit,-1390,0.0
11639,5847802,Closed,currency 1,-2602,0,-2055.0,-2030.0,,0,202500.0,0.0,0.0,0.0,Consumer credit,-665,
11641,5503014,Closed,currency 1,-1466,0,-735.0,-716.0,,0,186079.5,,,0.0,Consumer credit,-709,
11642,6136249,Closed,currency 1,-2394,0,-2272.0,-2331.0,0.0,0,29186.415,0.0,0.0,0.0,Consumer credit,-2331,
11644,5907061,Closed,currency 1,-2210,0,-1789.0,-1789.0,,0,192069.0,,,0.0,Consumer credit,-1789,12199.5
11645,6074707,Active,currency 1,-1937,0,5368.0,,,0,2700000.0,1821586.5,0.0,0.0,Mortgage,-90,
11646,5795274,Closed,currency 1,-795,0,-430.0,-762.0,,0,104894.91,0.0,,0.0,Consumer credit,-699,
11647,5094871,Closed,currency 1,-1035,0,-730.0,-851.0,0.0,0,57646.8,0.0,0.0,0.0,Consumer credit,-851,
11648,5040304,Closed,currency 1,-685,0,-503.0,-503.0,,0,15093.0,0.0,0.0,0.0,Consumer credit,-378,
11650,6790225,Closed,currency 1,-2003,0,-1818.0,-1818.0,,0,35275.5,0.0,,0.0,Consumer credit,-1182,0.0
11652,5883470,Closed,currency 1,-976,0,828.0,-72.0,,0,2025000.0,0.0,0.0,0.0,Consumer credit,-71,0.0
11653,5225941,Closed,currency 1,-2352,0,-2076.0,-2071.0,,0,14859.0,0.0,0.0,0.0,Consumer credit,-2067,
11654,5100259,Closed,currency 1,-2447,0,-2325.0,-2325.0,,0,70740.0,0.0,,0.0,Consumer credit,-461,
11656,5507189,Closed,currency 1,-1505,0,-1139.0,-1139.0,,0,146736.0,,,0.0,Consumer credit,-1139,
11660,5862380,Active,currency 1,-1112,0,715.0,,,0,225000.0,116595.0,0.0,0.0,Consumer credit,-17,
11661,5236736,Active,currency 1,-467,0,30948.0,,,0,54000.0,39924.495,14075.505,0.0,Credit card,-26,37274.985
11662,6294796,Closed,currency 1,-785,0,-513.0,-555.0,,0,90000.0,0.0,0.0,0.0,Consumer credit,-549,
11666,5499901,Closed,currency 1,-2352,0,-1987.0,-1987.0,,0,122971.5,0.0,0.0,0.0,Consumer credit,-1986,11227.5
11667,5939240,Active,currency 1,-419,0,30929.0,,,0,67500.0,67873.5,0.0,0.0,Credit card,-13,5643.0
11668,5400051,Closed,currency 1,-1686,0,-956.0,-1202.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-347,
11670,5845668,Closed,currency 1,-2871,0,-2537.0,-2565.0,0.0,0,31279.95,0.0,0.0,0.0,Consumer credit,-2545,
11672,6220809,Active,currency 1,-172,0,559.0,,,0,171229.5,145323.0,0.0,0.0,Consumer credit,-7,
11675,6577320,Closed,currency 1,-993,0,-597.0,-657.0,,0,225000.0,0.0,,0.0,Consumer credit,-651,20250.0
11676,5307023,Active,currency 1,-7,0,726.0,,,0,65250.0,65250.0,0.0,0.0,Consumer credit,-6,
11677,5689444,Closed,currency 1,-2386,0,-2202.0,-2200.0,,0,37867.5,0.0,,0.0,Consumer credit,-463,
11678,5495716,Closed,currency 1,-335,0,-37.0,-37.0,,0,1606212.0,0.0,,0.0,Car loan,-36,
11679,5226458,Closed,currency 1,-1191,0,-824.0,-824.0,,0,13500.0,0.0,0.0,0.0,Credit card,-819,
11684,5171860,Closed,currency 1,-739,0,-373.0,-369.0,,0,88110.0,0.0,0.0,0.0,Consumer credit,-368,
11686,6391107,Active,currency 1,-50,0,129.0,,,0,225000.0,0.0,0.0,0.0,Credit card,-42,
11687,5715506,Closed,currency 1,-573,0,-24.0,-406.0,,0,540000.0,0.0,0.0,0.0,Consumer credit,-404,
11688,5074492,Closed,currency 1,-2539,0,-2326.0,-2354.0,6615.0,0,36063.0,0.0,0.0,0.0,Consumer credit,-2354,
11689,5097517,Closed,currency 1,-1723,0,-1055.0,-140.0,,0,4500.0,0.0,,0.0,Credit card,-133,
11690,5050637,Closed,currency 1,-484,0,610.0,-151.0,,0,1350000.0,0.0,0.0,0.0,Consumer credit,-137,
11691,5935841,Active,currency 1,-710,0,385.0,,25884.0,0,675000.0,,,0.0,Consumer credit,-39,
11693,5791761,Closed,currency 1,-1232,0,-136.0,-171.0,,0,238500.0,0.0,0.0,0.0,Consumer credit,-141,9009.0
11694,5847272,Closed,currency 1,-2830,0,-1730.0,-1826.0,0.0,0,135000.0,0.0,0.0,0.0,Credit card,-1826,
11696,5200032,Closed,currency 1,-2603,0,-2268.0,-2295.0,5814.63,0,53745.75,0.0,0.0,0.0,Consumer credit,-2267,
11697,6427350,Closed,currency 1,-1181,0,-784.0,-812.0,10710.0,0,96804.36,0.0,0.0,0.0,Consumer credit,-812,
11700,6032840,Active,currency 1,-555,0,1154.0,,,0,0.0,0.0,0.0,0.0,Credit card,-3,0.0
11701,5964639,Active,currency 1,-93,0,272.0,,,0,90000.0,91431.0,0.0,0.0,Credit card,-4,
11702,6351125,Closed,currency 1,-1029,0,-669.0,-790.0,,0,25600.5,0.0,,0.0,Consumer credit,-441,3934.215
11703,5737631,Closed,currency 1,-1328,0,-232.0,-950.0,,0,2260575.0,0.0,,0.0,Car loan,-937,
11705,6087471,Active,currency 1,-59,0,30961.0,,,0,46620.0,39676.5,0.0,0.0,Credit card,-24,0.0
11706,6534375,Closed,currency 1,-409,0,-227.0,-227.0,9.0,0,40059.36,0.0,0.0,0.0,Consumer credit,-222,
11709,5893818,Closed,currency 1,-1116,0,6189.0,-507.0,,0,2835000.0,0.0,0.0,0.0,Mortgage,-136,
11710,6220568,Closed,currency 1,-2198,0,-1986.0,-2043.0,0.0,0,89810.64,0.0,0.0,0.0,Consumer credit,-2043,
11712,6577852,Active,currency 1,-443,0,286.0,,,0,455895.0,,,0.0,Consumer credit,-2,
11713,5415137,Closed,currency 1,-1208,0,-477.0,-477.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-387,
11714,6642624,Active,currency 1,-107,0,852.0,,,0,45000.0,0.0,0.0,0.0,Credit card,-83,
11716,6361289,Closed,currency 1,-899,0,-228.0,-563.0,,0,705910.5,0.0,0.0,0.0,Consumer credit,-120,
11718,5123751,Closed,currency 1,-2598,0,-2385.0,-2414.0,,0,30188.79,0.0,,0.0,Consumer credit,-735,
11719,5367786,Closed,currency 1,-2260,0,-1530.0,-1229.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-451,22500.0
11720,5864803,Active,currency 1,-1561,0,-830.0,,,0,450000.0,95314.5,0.0,0.0,Consumer credit,-994,
11721,5708173,Closed,currency 1,-670,0,-305.0,-305.0,0.0,0,35396.595,0.0,0.0,0.0,Consumer credit,-300,
11723,6074231,Active,currency 1,-1579,0,2102.0,,,0,675000.0,0.0,,0.0,Credit card,-11,0.0
11725,6293826,Active,currency 1,-193,0,360.0,,,0,356863.5,255906.0,0.0,0.0,Consumer credit,-2,
11726,6529944,Closed,currency 1,-1026,0,73.0,-227.0,,0,337500.0,0.0,,0.0,Credit card,-224,0.0
11729,6270829,Closed,currency 1,-1888,0,-1703.0,-1710.0,,0,144963.0,0.0,0.0,0.0,Consumer credit,-1553,
11730,6041487,Active,currency 1,-1417,0,-686.0,,,0,243765.0,118143.0,,0.0,Consumer credit,-835,
11731,5656721,Closed,currency 1,-2210,0,-1480.0,-2007.0,0.0,0,45000.0,,,0.0,Credit card,-2007,
11732,5999294,Closed,currency 1,-2258,0,-1163.0,-1161.0,,0,445500.0,0.0,,0.0,Consumer credit,-1156,0.0
11733,5837286,Closed,currency 1,-1047,0,-742.0,-746.0,,0,60705.0,0.0,0.0,0.0,Consumer credit,-746,0.0
11734,5054926,Closed,currency 1,-610,0,-425.0,-425.0,,0,46966.5,0.0,0.0,0.0,Consumer credit,-419,
11735,5382904,Closed,currency 1,-2076,0,-1985.0,-2046.0,,0,44100.0,0.0,0.0,0.0,Consumer credit,-1603,
11737,5654526,Closed,currency 1,-601,0,1225.0,-324.0,,0,283500.0,0.0,0.0,0.0,Consumer credit,-289,
11740,5872278,Active,currency 1,-967,0,363.0,,,0,270000.0,110254.5,0.0,0.0,Credit card,-76,
11743,5859855,Active,currency 1,-103,0,1723.0,,,0,589500.0,579573.0,0.0,0.0,Consumer credit,-22,
11745,5738894,Closed,currency 1,-826,0,-522.0,-551.0,,0,130493.385,0.0,,0.0,Consumer credit,-548,0.0
11748,5164939,Closed,currency 1,-568,0,-172.0,-292.0,,0,70054.56,0.0,,0.0,Consumer credit,-289,0.0
11751,5210998,Closed,currency 1,-2113,0,-1422.0,-1422.0,,0,39694.5,,,0.0,Consumer credit,-1418,
11754,6782767,Closed,currency 1,-231,0,-215.0,-230.0,,0,22500.0,0.0,0.0,0.0,Consumer credit,-162,0.0
11755,5254708,Closed,currency 1,-2642,0,-2245.0,-2335.0,10739.61,0,31500.0,0.0,0.0,0.0,Consumer credit,-2335,
11756,6518978,Closed,currency 1,-714,0,-377.0,-377.0,,0,135000.0,0.0,,0.0,Consumer credit,-235,
11757,5253357,Closed,currency 1,-402,0,328.0,-157.0,,0,180337.5,0.0,0.0,0.0,Consumer credit,-151,27000.0
11759,5504284,Closed,currency 1,-2922,0,-2768.0,-2761.0,,0,38263.5,0.0,0.0,0.0,Consumer credit,-813,
11760,5054701,Closed,currency 1,-1960,0,-1230.0,-1273.0,,0,365647.5,0.0,,0.0,Car loan,-1271,18877.5
11761,6014265,Closed,currency 1,-1974,0,-1639.0,-1668.0,,0,24922.35,0.0,,0.0,Consumer credit,-843,
11762,6208159,Closed,currency 1,-428,0,-94.0,-122.0,,0,42795.0,0.0,,0.0,Consumer credit,-119,4757.13
11763,5125382,Closed,currency 1,-2403,0,-2099.0,-2099.0,,0,122737.5,0.0,,0.0,Consumer credit,-2016,0.0
11764,6260171,Active,currency 1,-227,0,31076.0,,,0,36000.0,30541.5,0.0,0.0,Credit card,-12,
11767,5805099,Closed,currency 1,-1554,0,272.0,-851.0,,0,1350000.0,0.0,0.0,0.0,Consumer credit,-51,
11770,5321077,Active,currency 1,-566,0,,,2094.03,0,450000.0,448276.5,1722.51,0.0,Credit card,-21,
11772,5233247,Closed,currency 1,-2824,0,-2612.0,-2791.0,0.0,0,33570.0,0.0,0.0,0.0,Consumer credit,-2791,
11774,5892422,Active,currency 1,-394,0,563.0,,,0,540000.0,419899.5,0.0,0.0,Credit card,-13,68328.0
11775,5422998,Closed,currency 1,-1716,0,-1413.0,-1413.0,,0,151420.5,0.0,0.0,0.0,Consumer credit,-1402,
11776,6411545,Active,currency 1,-111,0,,,,0,97335.0,71176.5,0.0,0.0,Credit card,-3,
11777,6495105,Closed,currency 1,-1387,0,-1083.0,-642.0,37902.51,0,89125.2,0.0,0.0,0.0,Consumer credit,-638,
11778,6234878,Closed,currency 1,-241,0,-167.0,-167.0,,0,0.0,0.0,0.0,0.0,Credit card,-166,0.0
11781,6589574,Closed,currency 1,-842,0,-658.0,-716.0,,0,29808.0,0.0,0.0,0.0,Consumer credit,-714,
11782,5735859,Closed,currency 1,-403,0,-99.0,-99.0,,0,864000.0,0.0,,0.0,Consumer credit,-27,0.0
11784,5013160,Closed,currency 1,-1687,0,139.0,-1009.0,,0,1125000.0,0.0,0.0,0.0,Consumer credit,-939,
11786,5729964,Closed,currency 1,-2544,0,-2178.0,-2237.0,0.0,0,63270.0,0.0,0.0,0.0,Consumer credit,-2237,0.0
11787,6212628,Closed,currency 1,-66,0,-40.0,-19.0,,0,106056.0,,,0.0,Consumer credit,-13,19314.0
11789,6383539,Closed,currency 1,-2113,0,-1779.0,-1807.0,0.0,0,81166.95,0.0,0.0,0.0,Consumer credit,-1807,
11790,5703377,Closed,currency 1,-1282,0,-1099.0,-1075.0,,0,209250.0,0.0,0.0,0.0,Consumer credit,-887,29884.5
11792,5196054,Active,currency 1,-115,0,1315.0,,,0,900000.0,900000.0,,0.0,Consumer credit,-47,
11795,6099456,Closed,currency 1,-1596,0,-1415.0,-1415.0,,0,60705.0,0.0,,0.0,Consumer credit,-540,0.0
11796,5519762,Closed,currency 1,-2678,0,-2375.0,-2375.0,,0,86548.5,,,0.0,Consumer credit,-2375,
11798,6582661,Closed,currency 1,-2608,0,-1496.0,-1527.0,0.0,0,225000.0,0.0,0.0,0.0,Credit card,-1522,
11799,6265102,Closed,currency 1,-696,0,-156.0,-672.0,,0,54036.0,0.0,0.0,0.0,Consumer credit,-669,
11800,5046458,Closed,currency 1,-1413,0,-1232.0,-1232.0,,0,76216.5,0.0,0.0,0.0,Consumer credit,-1232,
11804,5834282,Closed,currency 1,-1831,0,-5.0,-264.0,,0,274500.0,0.0,0.0,0.0,Consumer credit,-253,0.0
11806,5533973,Active,currency 1,-1297,0,4913.0,,,0,4770000.0,1155811.5,0.0,0.0,Mortgage,-8,
11808,5743142,Closed,currency 1,-1642,0,-1307.0,-1336.0,,0,143289.0,0.0,,0.0,Consumer credit,-876,
11809,6439248,Closed,currency 1,-2749,0,-2447.0,-2345.0,,0,25956.0,,,0.0,Consumer credit,-2345,
11810,5470463,Closed,currency 1,-1303,0,-1089.0,-1117.0,,0,33974.28,0.0,,0.0,Consumer credit,-722,
11813,6100144,Active,currency 1,-127,0,247.0,,,0,231750.0,192829.5,,0.0,Consumer credit,-13,
11814,5123232,Closed,currency 1,-654,0,-480.0,-480.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-313,
11819,6149106,Closed,currency 1,-2685,0,-1586.0,-1501.0,0.0,0,180000.0,0.0,0.0,0.0,Credit card,-1499,
11820,5307381,Closed,currency 1,-2353,0,-527.0,-543.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-99,
11821,6350091,Closed,currency 1,-858,0,-128.0,-128.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-117,
11822,5373903,Closed,currency 1,-2275,0,-1180.0,-1559.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-373,
11823,6592225,Closed,currency 1,-1136,0,-830.0,-896.0,,0,90000.0,0.0,0.0,0.0,Consumer credit,-895,
11824,6103610,Closed,currency 1,-2673,0,-2367.0,-2353.0,,0,27301.5,0.0,0.0,0.0,Consumer credit,-834,9000.0
11825,5445303,Closed,currency 1,-2373,0,-1978.0,-2006.0,,0,34452.18,0.0,,0.0,Consumer credit,-733,
11827,6272744,Active,currency 1,-346,0,750.0,,,0,211500.0,158710.5,0.0,0.0,Consumer credit,-8,7699.5
11828,6795154,Closed,currency 1,-141,0,-41.0,-44.0,,0,22500.0,0.0,,0.0,Microloan,-38,
11830,6320127,Closed,currency 1,-1015,0,202.0,-227.0,,0,535500.0,0.0,0.0,0.0,Consumer credit,-217,
11831,6774934,Closed,currency 1,-2154,0,-1789.0,-1257.0,,0,90000.0,0.0,,0.0,Consumer credit,-1257,
11834,5475332,Active,currency 1,-714,0,599.0,,,0,45000.0,0.0,0.0,0.0,Credit card,-54,
11836,5175728,Closed,currency 1,-2838,0,-2504.0,-2593.0,0.0,0,65855.25,0.0,0.0,0.0,Consumer credit,-2569,
11837,5857132,Closed,currency 1,-671,0,-488.0,-486.0,,0,90000.0,0.0,0.0,0.0,Consumer credit,-50,0.0
11839,6507501,Closed,currency 1,-1800,0,-1617.0,-1617.0,,0,25155.0,0.0,0.0,0.0,Consumer credit,-842,31329.0
11840,5508469,Active,currency 1,-487,0,1368.0,,,0,0.0,0.0,0.0,0.0,Credit card,-25,
11841,5870755,Closed,currency 1,-2712,0,-2498.0,-2527.0,0.0,0,23580.0,0.0,0.0,0.0,Consumer credit,-2527,
11842,5766451,Closed,currency 1,-1611,0,-907.0,-907.0,,0,225000.0,0.0,0.0,0.0,Credit card,-869,
11847,5622775,Closed,currency 1,-1445,0,-349.0,-375.0,8563.5,0,225000.0,0.0,0.0,0.0,Consumer credit,-330,
11848,6052123,Active,currency 1,-1468,0,-385.0,,,0,247500.0,123007.5,0.0,0.0,Credit card,-17,82980.0
11850,6819810,Closed,currency 1,-472,0,-355.0,-355.0,0.0,0,20694.465,0.0,0.0,0.0,Consumer credit,-355,
11851,5210605,Closed,currency 1,-473,0,-169.0,-169.0,0.0,0,60952.5,0.0,0.0,0.0,Consumer credit,-164,
11852,5095517,Closed,currency 1,-2687,0,-860.0,-1080.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-153,
11854,6494207,Active,currency 1,-466,0,924.0,,,0,180000.0,0.0,0.0,0.0,Credit card,-43,
11856,5381752,Active,currency 1,-247,0,1579.0,,,0,245250.0,230827.5,0.0,0.0,Consumer credit,-34,
11857,5796246,Closed,currency 1,-2309,0,-2126.0,-2126.0,,0,13500.0,0.0,0.0,0.0,Consumer credit,-1730,0.0
11861,6144269,Closed,currency 1,-575,0,-391.0,-542.0,0.0,0,85817.25,0.0,0.0,0.0,Consumer credit,-538,0.0
11865,6316145,Closed,currency 1,-485,0,1341.0,-150.0,,0,1975500.0,0.0,0.0,0.0,Consumer credit,-140,
11866,5862265,Sold,currency 1,-1692,0,-1311.0,,,0,103500.0,0.0,,0.0,Consumer credit,-307,
11867,6557431,Closed,currency 1,-2919,0,-2707.0,-2736.0,0.0,0,61226.01,0.0,0.0,0.0,Consumer credit,-2736,
11868,6260405,Closed,currency 1,-2215,0,-1819.0,-1840.0,7020.0,0,69021.18,0.0,0.0,0.0,Consumer credit,-1818,
11869,5032376,Active,currency 1,-224,0,141.0,,,0,142407.0,66217.5,0.0,0.0,Consumer credit,-11,
11870,6797252,Closed,currency 1,-1307,0,31089.0,-569.0,,0,0.0,0.0,,0.0,Credit card,-562,0.0
11872,6064025,Closed,currency 1,-876,0,-847.0,-847.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-841,0.0
11873,5971627,Closed,currency 1,-1855,0,-1676.0,-1676.0,,0,56655.0,0.0,0.0,0.0,Consumer credit,-1559,0.0
11875,5225234,Active,currency 1,-317,0,779.0,,,0,270000.0,0.0,0.0,0.0,Credit card,-23,
11878,5315822,Closed,currency 1,-569,0,527.0,-320.0,,0,74250.0,0.0,0.0,0.0,Consumer credit,-309,
11880,5085034,Closed,currency 1,-1906,0,-1571.0,-1600.0,3137.67,0,24494.85,0.0,0.0,0.0,Consumer credit,-1600,
11881,5085484,Active,currency 1,-39,0,-9.0,,,0,135000.0,0.0,0.0,0.0,Credit card,-26,
11882,6785052,Closed,currency 1,-1419,0,407.0,-358.0,,0,544500.0,0.0,0.0,0.0,Consumer credit,-149,
11883,5056227,Closed,currency 1,-797,0,-615.0,-705.0,,0,22477.5,0.0,0.0,0.0,Consumer credit,-704,0.0
11887,5888084,Active,currency 1,-325,0,771.0,,0.0,0,450000.0,381721.5,0.0,0.0,Consumer credit,-12,
11888,5092667,Closed,currency 1,-1469,0,-1288.0,-1292.0,,0,26779.5,0.0,,0.0,Consumer credit,-1283,
11889,5450842,Closed,currency 1,-1571,0,-1237.0,-1263.0,7209.18,0,65605.5,0.0,0.0,0.0,Consumer credit,-1235,
11892,6379817,Closed,currency 1,-1028,0,-722.0,-751.0,,0,19749.555,0.0,,0.0,Consumer credit,-729,
11897,5044491,Closed,currency 1,-833,0,-677.0,-677.0,,0,19804.5,0.0,0.0,0.0,Consumer credit,-602,0.0
